goals,assists,shots_ontarget,shots_offtarget,chances2score,keypasses,passes_acc,passes_inacc,crosses_acc,crosses_inacc,lballs_acc,lballs_inacc,tballs_acc,tballs_inacc,drib_success,drib_unsuccess,touches,poss_lost,tackles,interceptions,clearances,stop_shots,dribbled_past,aerials_w,aerials_l,grduels_w,grduels_l,fouls,wasfouled,ycards,rcards,dangmistakes,saves_itb,saves_otb,saved_pen,goals_ag_itb,goals_ag_otb,shotsblocked,countattack,offsides,missed_penalties,owngoals,minutesPlayed,game_duration,KMeans_Cluster,Hierarchical_Cluster,DBSCAN_Cluster,GMM_Cluster,GMM_Max_Probability
0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,9,6,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,0,3,0.99999999797312
0,0,0,1,1,0,17,1,0,0,0,0,0,0,0,0,22,2,0,2,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,0,4,0.9999999999986926
0,0,0,1,1,0,17,1,0,0,0,0,0,0,0,0,22,2,0,2,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,0,4,0.9999999999986926
0,0,0,0,0,0,8,7,0,1,0,1,0,1,0,0,21,9,1,1,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,90,0,0,0,0,0.999999999994202
0,0,0,0,0,0,8,7,0,1,0,1,0,1,0,0,21,9,1,1,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,90,0,0,0,0,0.999999999994202
0,0,0,0,0,0,8,7,0,1,0,1,0,1,0,0,21,9,1,1,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,90,0,0,0,0,0.999999999994202
0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,0,2,1.0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,0,2,0.9999999473982952
0,0,0,1,1,0,28,6,0,1,1,2,0,1,2,0,44,12,1,0,0,0,2,0,0,7,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74,90,2,0,0,4,0.999999465628165
0,0,0,1,1,0,28,6,0,1,1,2,0,1,2,0,44,12,1,0,0,0,2,0,0,7,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74,90,2,0,0,4,0.999999465628165
0,0,0,1,1,0,28,6,0,1,1,2,0,1,2,0,44,12,1,0,0,0,2,0,0,7,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74,90,2,0,0,4,0.999999465628165
0,0,0,0,0,0,43,7,0,0,0,4,0,0,0,0,64,10,3,2,2,0,0,4,2,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999999977363387
0,0,0,0,0,0,43,7,0,0,0,4,0,0,0,0,64,10,3,2,2,0,0,4,2,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999999977363387
0,0,0,0,0,0,28,1,0,1,1,0,0,0,0,0,34,3,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74,90,1,0,0,0,0.9999999999953957
0,0,0,0,0,0,28,1,0,1,1,0,0,0,0,0,34,3,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74,90,1,0,0,0,0.9999999999953957
0,0,0,0,0,0,51,6,0,1,3,1,0,0,1,0,71,11,2,6,1,0,0,1,4,4,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999999883354179
0,0,0,0,0,0,51,6,0,1,3,1,0,0,1,0,71,11,2,6,1,0,0,1,4,4,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999999883354179
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,0,2,0.999998689757041
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,0,2,0.999998689757041
0,0,0,0,0,0,26,7,0,2,0,2,0,1,0,0,40,11,1,2,0,0,2,0,2,2,5,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,78,90,0,0,0,0,0.9999999999972147
0,0,0,0,0,0,26,7,0,2,0,2,0,1,0,0,40,11,1,2,0,0,2,0,2,2,5,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,78,90,0,0,0,0,0.9999999999972147
0,0,0,0,0,0,49,6,0,1,1,2,0,1,0,0,65,9,5,3,2,0,1,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,90,0,0,0,0,0.9999999999582343
0,0,0,0,0,0,49,6,0,1,1,2,0,1,0,0,65,9,5,3,2,0,1,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,90,0,0,0,0,0.9999999999582343
0,0,0,0,0,0,25,7,0,2,2,2,0,0,0,0,57,12,2,0,2,0,1,1,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999999145877788
0,0,0,0,0,0,25,7,0,2,2,2,0,0,0,0,57,12,2,0,2,0,1,1,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999999145877788
0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,0,2,0.9999999999330953
0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,0,2,0.9999999999330953
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,0,2,0.9999592171224628
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,0,2,0.9999592171224628
0,0,0,0,0,0,29,4,0,0,5,3,0,1,0,0,43,6,1,3,2,0,0,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,83,90,0,0,0,0,0.9999999992754312
0,0,0,0,0,0,29,4,0,0,5,3,0,1,0,0,43,6,1,3,2,0,0,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,83,90,0,0,0,0,0.9999999992754312
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,0,3,0.9999999996027213
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,0,3,0.9999999996027213
0,0,0,0,0,0,44,7,0,0,7,5,0,0,1,0,63,12,0,0,4,0,1,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999999981655208
0,0,0,0,0,0,44,7,0,0,7,5,0,0,1,0,63,12,0,0,4,0,1,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999999981655208
0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,0,2,0.999999999723002
0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,0,2,0.999999999723002
0,0,0,0,0,0,40,8,0,0,5,4,0,0,0,0,61,11,2,2,4,0,1,1,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999999943467657
0,0,0,0,0,0,40,8,0,0,5,4,0,0,0,0,61,11,2,2,4,0,1,1,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999999943467657
0,0,0,0,0,0,38,8,0,0,2,6,0,0,1,0,56,9,3,1,2,0,1,3,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999999984975432
0,0,0,0,0,0,38,8,0,0,2,6,0,0,1,0,56,9,3,1,2,0,1,3,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999999984975432
0,0,0,0,0,0,5,1,0,0,4,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,0,3,0.9999999999736673
0,0,0,0,0,0,20,5,0,0,0,4,0,0,1,0,32,5,1,2,1,0,1,1,3,3,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,76,90,0,0,0,0,0.9999999999885603
0,0,0,0,0,0,20,5,0,0,0,4,0,0,1,0,32,5,1,2,1,0,1,1,3,3,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,76,90,0,0,0,0,0.9999999999885603
0,0,0,2,1,0,32,7,1,0,3,1,0,1,0,0,51,9,4,2,0,0,2,1,2,8,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,2,2,0,4,1.0
0,0,0,2,1,0,32,7,1,0,3,1,0,1,0,0,51,9,4,2,0,0,2,1,2,8,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,2,2,0,4,1.0
0,0,0,0,0,0,46,6,0,0,4,6,0,0,0,0,65,10,4,7,2,0,0,1,1,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999999980189216
0,0,0,0,0,0,46,6,0,0,4,6,0,0,0,0,65,10,4,7,2,0,0,1,1,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999999980189216
0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,4,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,0,3,0.9999999960355126
0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,4,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,0,3,0.9999999960355126
0,0,0,0,0,0,57,7,0,0,1,3,0,0,1,0,75,7,1,0,1,0,1,2,1,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999999782619116
0,0,0,0,0,0,57,7,0,0,1,3,0,0,1,0,75,7,1,0,1,0,1,2,1,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999999782619116
0,0,0,0,0,0,57,7,0,0,1,3,0,0,1,0,75,7,1,0,1,0,1,2,1,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999999782619116
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,0,2,0.9999999946619482
0,0,0,0,0,0,21,10,1,0,8,6,0,0,0,0,43,15,2,2,5,0,0,1,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,0,0.999999951738219
0,0,0,0,0,0,21,10,1,0,8,6,0,0,0,0,43,15,2,2,5,0,0,1,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,0,0.999999951738219
0,0,0,0,0,0,21,10,1,0,8,6,0,0,0,0,43,15,2,2,5,0,0,1,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,0,0.999999951738219
0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,6,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,0,4,0.9999999999999574
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,0,2,0.9999999993240181
0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,0,3,0.9999999997849045
0,0,0,0,0,0,33,2,0,1,4,2,0,0,0,0,42,6,1,2,3,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,90,90,0,0,0,3,0.999999962174926
0,0,0,0,0,0,33,2,0,1,4,2,0,0,0,0,42,6,1,2,3,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,90,90,0,0,0,3,0.999999962174926
0,0,0,0,0,0,48,5,0,0,5,1,0,0,0,0,62,9,1,3,5,0,0,3,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999999997674109
0,0,0,0,0,0,48,5,0,0,5,1,0,0,0,0,62,9,1,3,5,0,0,3,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999999997674109
0,0,0,0,0,0,46,4,2,0,0,1,0,0,0,0,66,10,1,5,2,0,0,1,3,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,0,0.9999999984086259
0,0,0,0,0,0,46,4,2,0,0,1,0,0,0,0,66,10,1,5,2,0,0,1,3,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,0,0.9999999984086259
0,0,0,0,0,0,5,2,0,0,0,1,0,1,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,0,3,0.9999999998159552
0,0,0,0,0,0,5,2,0,0,0,1,0,1,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,0,3,0.9999999998159552
0,0,0,0,0,0,26,2,0,0,7,1,0,0,0,0,37,4,1,3,3,0,0,2,1,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90,90,0,0,0,3,0.999999999674202
0,0,0,0,0,0,26,2,0,0,7,1,0,0,0,0,37,4,1,3,3,0,0,2,1,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90,90,0,0,0,3,0.999999999674202
0,0,0,1,1,0,14,3,0,1,1,0,0,0,0,0,24,5,1,1,0,0,0,1,0,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,63,90,2,2,0,5,0.9999999894225057
0,0,0,1,1,0,14,3,0,1,1,0,0,0,0,0,24,5,1,1,0,0,0,1,0,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,63,90,2,2,0,5,0.9999999894225057
0,0,0,0,0,0,41,4,0,2,1,1,0,0,1,0,63,8,1,4,0,0,0,2,1,5,5,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,90,90,0,0,0,3,0.9999999836422689
0,0,0,0,0,0,41,4,0,2,1,1,0,0,1,0,63,8,1,4,0,0,0,2,1,5,5,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,90,90,0,0,0,3,0.9999999836422689
0,0,0,0,0,0,51,10,0,0,2,1,0,1,0,0,67,10,1,2,0,0,0,0,1,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999994920029291
0,0,0,0,0,0,51,10,0,0,2,1,0,1,0,0,67,10,1,2,0,0,0,0,1,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999994920029291
0,0,0,1,1,0,31,6,0,0,3,2,0,0,0,0,47,10,0,2,3,0,0,2,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,2,2,0,4,1.0
0,0,0,1,1,0,31,6,0,0,3,2,0,0,0,0,47,10,0,2,3,0,0,2,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,2,2,0,4,1.0
0,0,0,1,1,0,31,6,0,0,3,2,0,0,0,0,47,10,0,2,3,0,0,2,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,2,2,0,4,1.0
0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,0,2,0.9999998950190785
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,0,2,0.9999999999209308
0,0,0,0,0,0,19,2,0,0,3,1,0,0,0,0,37,7,2,1,1,0,0,2,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999999869675663
0,0,0,0,0,0,19,2,0,0,3,1,0,0,0,0,37,7,2,1,1,0,0,2,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999999869675663
0,0,0,0,0,0,67,3,0,0,10,2,0,1,1,0,81,4,2,2,2,0,1,4,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999999983648422
0,0,0,0,0,0,67,3,0,0,10,2,0,1,1,0,81,4,2,2,2,0,1,4,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999999983648422
0,0,0,0,0,0,67,3,0,0,10,2,0,1,1,0,81,4,2,2,2,0,1,4,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999999983648422
0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,6,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,0,3,0.9999876370706843
0,0,0,0,2,0,7,5,0,1,0,1,0,0,0,0,28,12,0,3,1,0,0,1,3,4,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,78,90,2,2,0,4,1.0
0,0,0,0,2,0,7,5,0,1,0,1,0,0,0,0,28,12,0,3,1,0,0,1,3,4,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,78,90,2,2,0,4,1.0
0,0,0,0,2,0,7,5,0,1,0,1,0,0,0,0,28,12,0,3,1,0,0,1,3,4,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,78,90,2,2,0,4,1.0
0,0,0,0,0,0,12,4,0,1,1,1,0,0,0,0,23,10,0,0,2,0,0,2,4,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68,90,0,0,0,0,0.9999999999997584
0,0,0,0,0,0,12,4,0,1,1,1,0,0,0,0,23,10,0,0,2,0,0,2,4,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68,90,0,0,0,0,0.9999999999997584
0,0,0,0,0,0,12,4,0,1,1,1,0,0,0,0,23,10,0,0,2,0,0,2,4,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68,90,0,0,0,0,0.9999999999997584
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,90,90,1,1,0,3,0.9999999947632432
0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,7,3,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,0,2,0.9975465048166049
0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,0,2,0.9999999333960283
0,0,0,0,0,0,18,7,0,1,7,4,0,0,0,0,32,11,1,3,2,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90,90,0,0,0,3,0.9999999971574596
0,0,0,0,0,0,18,7,0,1,7,4,0,0,0,0,32,11,1,3,2,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90,90,0,0,0,3,0.9999999971574596
0,0,0,0,0,0,18,7,0,1,7,4,0,0,0,0,32,11,1,3,2,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90,90,0,0,0,3,0.9999999971574596
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,0,2,0.9999999999632507
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,0,2,0.9999999997152429
0,0,0,0,0,0,34,6,0,0,5,4,0,0,0,0,54,6,2,2,2,0,0,4,1,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999999955582979
0,0,0,0,0,0,34,6,0,0,5,4,0,0,0,0,54,6,2,2,2,0,0,4,1,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999999955582979
0,0,0,0,0,0,34,6,0,0,5,4,0,0,0,0,54,6,2,2,2,0,0,4,1,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999999955582979
0,0,0,1,0,0,48,9,0,0,3,4,0,0,1,0,65,12,0,3,1,0,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,1,0.9999999973560847
0,0,0,1,0,0,48,9,0,0,3,4,0,0,1,0,65,12,0,3,1,0,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,1,0.9999999973560847
0,0,0,0,0,0,54,6,1,0,3,1,0,1,1,0,71,9,1,3,1,0,0,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,90,90,0,0,0,0,0.9999999971363422
0,0,0,0,0,0,54,6,1,0,3,1,0,1,1,0,71,9,1,3,1,0,0,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,90,90,0,0,0,0,0.9999999971363422
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,0,2,0.9999987560596316
0,0,0,0,0,0,29,10,0,0,5,6,0,0,0,0,48,11,3,6,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999999999133422
0,0,0,0,0,0,29,10,0,0,5,6,0,0,0,0,48,11,3,6,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999999999133422
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,0,2,0.9999999982601651
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,0,2,0.9999999982601651
0,0,0,0,0,0,20,10,0,0,6,7,0,0,0,0,41,13,5,3,4,0,2,0,1,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999999920860461
0,0,0,0,0,0,20,10,0,0,6,7,0,0,0,0,41,13,5,3,4,0,2,0,1,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999999920860461
0,0,0,0,0,0,14,2,0,0,2,2,0,0,0,0,28,4,4,1,5,0,0,3,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999999684136189
0,0,0,0,0,0,14,2,0,0,2,2,0,0,0,0,28,4,4,1,5,0,0,3,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999999684136189
0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,0,2,0.999999709060759
0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,0,2,0.999999709060759
0,0,0,0,0,0,45,5,0,0,3,3,0,0,0,0,58,7,0,4,1,0,0,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999999786583091
0,0,0,0,0,0,45,5,0,0,3,3,0,0,0,0,58,7,0,4,1,0,0,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999999786583091
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,0,2,0.9999999959085812
0,0,0,1,1,0,24,5,0,0,5,1,0,0,0,0,41,7,1,2,2,0,0,2,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,2,2,0,4,1.0
0,0,0,1,1,0,24,5,0,0,5,1,0,0,0,0,41,7,1,2,2,0,0,2,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,2,2,0,4,1.0
0,0,0,0,0,0,43,3,0,0,1,3,0,0,0,0,60,4,2,2,1,0,2,2,2,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.999999955578816
0,0,0,0,0,0,43,3,0,0,1,3,0,0,0,0,60,4,2,2,1,0,2,2,2,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.999999955578816
0,0,0,0,0,0,27,5,0,0,2,1,0,0,0,0,38,5,1,1,0,0,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,90,0,0,0,0,0.9999999920934073
0,0,0,0,0,0,27,5,0,0,2,1,0,0,0,0,38,5,1,1,0,0,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,90,0,0,0,0,0.9999999920934073
0,0,0,0,0,0,26,6,0,2,0,1,0,0,0,0,49,11,1,0,2,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999998514128489
0,0,0,0,0,0,26,6,0,2,0,1,0,0,0,0,49,11,1,0,2,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,3,0.9999998514128489
0,0,0,0,0,0,22,8,0,2,7,4,0,0,0,0,45,13,0,5,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,90,0,0,0,0,1.0
